id,miner,rust,phoma
1604,0,1,0
1605,0,1,0
1606,0,1,0
1607,0,1,0
1608,0,1,0
1609,0,1,0
1610,0,1,0
1611,0,1,0
1612,0,1,0
1613,0,1,0
1614,0,1,0
1615,0,1,0
1616,0,1,0
1617,0,1,0
1618,0,1,0
1619,0,1,0
1620,0,1,0
1621,0,1,0
1622,0,1,0
1623,0,1,0
1624,0,0,0
1625,0,0,0
1626,0,0,0
1627,0,0,0
1628,0,0,0
1629,0,0,0
1630,0,0,0
1631,0,0,0
1632,0,1,0
1633,0,1,0
1634,0,1,0
1635,0,1,0
1636,0,1,0
1637,0,1,0
1638,0,1,0
1639,0,1,0
1640,0,1,0
1641,0,1,0
1642,0,1,0
1643,0,1,0
1644,0,1,0
1645,0,1,0
1646,0,1,0
1647,0,1,0
1648,0,1,0
1649,0,1,0
1650,0,1,0
1651,0,1,0
1652,0,1,0
1653,0,1,0
1654,0,1,0
1655,0,1,0
1656,0,0,0
1657,0,0,0
1658,0,0,0
1659,0,0,0
1660,0,1,0
1661,0,1,0
1662,0,1,0
1663,0,1,0
